expression,reading,meaning,tags,guid
県,けん,州,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7,MN<nt8!(02
見解,けんかい,意見，觀點,JLPT JLPT_2 JLPT_3,G#%jy:[3F!
限界,げんかい,限制，綁定,JLPT JLPT_2 JLPT_3,JaoBjFZQ]<
現金,げんきん,現金,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.9,v>1Aj:QNui
言語,げんご,語言,JLPT JLPT_2 JLPT_3,ejQbjwn<j/
健康,けんこう,健康）,JLPT JLPT_2 JLPT_3,n11FRELGTJ
検査,けんさ,檢查，檢查,JLPT JLPT_2 JLPT_3,JUjY[Ey:u:
現在,げんざい,現在（與今（いま）相同），目前，當前,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,w(.$MQ!&Z<
現実,げんじつ,現實,JLPT JLPT_2 JLPT_3,F232?ww;iJ
現象,げんしょう,現象,JLPT JLPT_2 JLPT_3,FyKmxf<-vO
現状,げんじょう,現狀，現狀,JLPT JLPT_2 JLPT_3,N|BEb?m$K?
建設,けんせつ,建築，基金會,JLPT JLPT_2 JLPT_3,znx=MK$=96
現代,げんだい,今天，今天,JLPT JLPT_2 JLPT_3,fu)f(:6JAs
建築,けんちく,建築，建築,JLPT JLPT_2 JLPT_3,"NM6eAgwD,T"
見当,けんとう,估計，猜測,JLPT JLPT_2 JLPT_3,t]}1Fz~P+l
検討,けんとう,考慮，檢查，調查,JLPT JLPT_2 JLPT_3,Qr-3$@5oy:
現場,げんば,實際位置，場景，字段,JLPT JLPT_2 JLPT_3,pPYxD+.Tt<
憲法,けんぽう,憲法,JLPT JLPT_2 JLPT_3,Pt+Ua9}uUU
権利,けんり,對，特權,JLPT JLPT_2 JLPT_3,BlH<4P^#PV
後,ご,之後，從那以後,JLPT JLPT_2 JLPT_3,NFyG.<z1HC
碁,ご,去（捕獲領土的棋盤遊戲）,JLPT JLPT_2 JLPT_3,e~/B8i!5F)
恋,こい,愛，溫柔的激情,JLPT JLPT_2 JLPT_3,I%Sh/ap#4{
濃い,こい,厚（顏色為顏色，液體），緻密，濃,JLPT JLPT_2 JLPT_3,cR>i$T~1vO
恋人,こいびと,情人;親愛的;女朋友,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.9,"lgn5l,{H`B"
幸運,こううん,祝你好運，財富,JLPT JLPT_2 JLPT_3,u*FUt2q$fc
講演,こうえん,講座，談話,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,"vP=[7BPl,E"
効果,こうか,效果，結果,JLPT JLPT_2 JLPT_3,vT0BrdLKhF
硬貨,こうか,硬幣,JLPT JLPT_2 JLPT_3,"qBE<@>&,:4"
高価,こうか,高價,JLPT JLPT_2 JLPT_3,J01j$uto]T
豪華,ごうか,豪華，華麗，奢侈,JLPT JLPT_2 JLPT_3,VKR/XQP(/
合格,ごうかく,成功，傳球（例如，考試）,JLPT JLPT_2 JLPT_3,wSq<0USuY5
交換,こうかん,交換，交換,JLPT JLPT_2 JLPT_3,FoW0]ZL+c.
航空,こうくう,航空，飛行,JLPT JLPT_2 JLPT_3,gKh#|Nhux
光景,こうけい,場景，奇觀,JLPT JLPT_2 JLPT_3,uTN)wO>N*m
合計,ごうけい,總計總額,JLPT JLPT_2 JLPT_3,z@(R~.`dKi
攻撃,こうげき,攻擊，罷工，進攻,JLPT JLPT_2 JLPT_3,fbxr=B^K{z
貢献,こうけん,貢獻，服務,JLPT JLPT_2 JLPT_3,im57ib}9qS
広告,こうこく,廣告,JLPT Genki_Ln.13 Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15 Genki,qa5XPpB~K$
交際,こうさい,友誼，協會，熟人,JLPT JLPT_2 JLPT_3,nH$6L6<H;R
校舎,こうしゃ,校舍,JLPT JLPT_2 JLPT_3,x5W<B+BK>R
後者,こうしゃ,後者,JLPT JLPT_2 JLPT_3,kUquk|vi;&
工場,こうば,工廠，工廠,JLPT JLPT_2 JLPT_3,"kU8AM-,iY!"
公正,こうせい,正義，公平，公正,JLPT JLPT_2 JLPT_3,N@!)sH2_75
構成,こうせい,組織，組成,JLPT JLPT_2 JLPT_3,Fd-KLO&b~!
高速,こうそく,高速，高齒輪,JLPT JLPT_2 JLPT_3,"B,HIrwQ4QK"
行動,こうどう,行動，行為，行為,JLPT JLPT_2 JLPT_3,Q_m+2cq0*[
強盗,ごうとう,搶劫，入室盜竊,JLPT JLPT_2 JLPT_3,lC8A_#]SF+
後輩,こうはい,小組的初級成員,JLPT JLPT_3 JLPT_2 Genki_Ln.22 Genki,exC.)`@)h[
幸福,こうふく,幸福，祝福,JLPT JLPT_2 JLPT_3,KnC^{e}c.-
公平,こうへい,公平，公正，正義,JLPT JLPT_2 JLPT_3,"HfCG]C,9b3"
候補,こうほ,候選人,JLPT JLPT_2 JLPT_3,jI7M_ck/=4
考慮,こうりょ,考慮到考慮,JLPT JLPT_2 JLPT_3,ORy-9jIY.M
越える,こえる,超越，越過，越過,JLPT JLPT_2 JLPT_3,Ps<w%<}`Nz
超える,こえる,超越，越過，越過,JLPT JLPT_2 JLPT_3,rn/xivT%1v
コーチ,コーチ,教練,JLPT JLPT_2 JLPT_3,E.482d:D0W
コード,コード,代碼;繩索;弦,JLPT JLPT_2 JLPT_3,QKH0$=zpP3
氷,こおり,冰，冰雹,JLPT JLPT_2 JLPT_3,jVp@v3rS)h
凍る,こおる,凍結，被凍結到凝膠,JLPT JLPT_2 JLPT_3,A<P8Ao~%+S
ゴール,ゴール,目標,JLPT JLPT_2 JLPT_3,PTY>]PCTXK
誤解,ごかい,誤解,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,FY37~etpV/
語学,ごがく,語言研究,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,lSZ`^u4$^l
呼吸,こきゅう,呼吸，呼吸,JLPT JLPT_2 JLPT_3,HYaR{=4wss
故郷,こきょう,家鄉,JLPT JLPT_2 JLPT_3,x[p9$Yy?#r
極,ごく,很好，非常,JLPT JLPT_2 JLPT_3,x-os]7T;c
国語,こくご,民族語言,JLPT JLPT_2 JLPT_3,P(9q-`0&O-
国籍,こくせき,國籍,JLPT JLPT_2 JLPT_3,r.}Cb086.1
黒板,こくばん,黑板,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,gM[VFRJO/m
克服,こくふく,征服，克服,JLPT JLPT_2 JLPT_3,cg-)t|ngzK
国民,こくみん,民族，人民，公民,JLPT JLPT_2 JLPT_3,K+q@X-WIB[
穀物,こくもつ,穀物，穀物，玉米,JLPT JLPT_2 JLPT_3,EVuq#tu]8|
腰,こし,臀部，腰,JLPT JLPT_2 JLPT_3,m<9C4|i/Uj
胡椒,こしょう,胡椒,JLPT JLPT_2 JLPT_3,b)_&^<=JnX
個人,こじん,個人，私人,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,xJ9*Qc)q|;
越す,こす,遍歷（例如，與觀眾一起）,JLPT JLPT_2 JLPT_3,N~a2o@b;S|
超す,こす,越過，傳遞，潮流,JLPT JLPT_2 JLPT_3,E.}3vgSSP~
国家,こっか,州，國家，國家,JLPT JLPT_2 JLPT_3,g^&ilH.z=f
国会,こっかい,國家飲食，議會，國會,JLPT JLPT_2 JLPT_3,xLo2`0x`}C
国境,こっきょう,國家或國家邊界,JLPT JLPT_2 JLPT_3,"ni,}~dk?wC"
骨折,こっせつ,骨斷裂,JLPT JLPT_2 JLPT_3,KXTKU$f!R4
小包,こづつみ,包裹，包裝,JLPT JLPT_2 JLPT_3,EPSe<f!:WV
琴,こと,日本豎琴,JLPT JLPT_2 JLPT_3,lswbJ>f(+[
異なる,ことなる,有所不同,JLPT JLPT_2 JLPT_3,GI=<w6vpiE
諺,ことわざ,諺語說,JLPT JLPT_2 JLPT_3,NY!nEVJ<.6
断る,ことわる,拒絕，拒絕，解僱,JLPT JLPT_2 JLPT_3,g8Tps~wm2h
粉,こな,麵粉，粉末,JLPT JLPT_2 JLPT_3,"w.,c]65Xdw"
好み,このみ,喜歡，品味，選擇,JLPT JLPT_2 JLPT_3,gist9XPg!/
好む,このむ,喜歡，喜歡,JLPT JLPT_2 JLPT_3,O)%aoWh139
こぼす,こぼす,溢出,JLPT JLPT_2 JLPT_3,eD]eIT[NNo
こぼれる,こぼれる,溢出，溢出,JLPT JLPT_2 JLPT_3,D8@l08%7LL
塵,ごみ,垃圾，垃圾,JLPT JLPT_2 JLPT_3,A^PPEPy8?0
小麦,こむぎ,小麥,JLPT JLPT_2 JLPT_3,QFa;ZcAclR
ごめんなさい,ごめんなさい,我求你原諒，對不起，對不起,JLPT JLPT_3 JLPT_2 Genki_Ln.4 Genki,fxa7^/$d15
小屋,こや,小屋，機艙，棚子,JLPT JLPT_2 JLPT_3,L1:(fi`+1`
これら,これら,這些,JLPT JLPT_2 JLPT_3,bJ5Dn}}2bE
殺す,ころす,殺死,JLPT JLPT_2 JLPT_3,FEbGULqZc5
転ぶ,ころぶ,跌倒，跌倒,JLPT Genki_Ln.18 JLPT_3 JLPT_2 Genki,fb9L+KGLPL
今回,こんかい,現在，這一次，最近,JLPT JLPT_2 JLPT_3,v>V@:|&Nyu
今後,こんご,從現在開始，以後,JLPT JLPT_2 JLPT_3,"i[%,=_sR{<"
混雑,こんざつ,混亂，擁塞,JLPT JLPT_2 JLPT_3,nJ8&5%w5iO
こんなに,こんなに,所以，這樣，這樣,JLPT JLPT_2 JLPT_3,yp0~/ynI.y
困難,こんなん,困難，困擾,JLPT JLPT_2 JLPT_3,d&:m/eYAE}
今日,こんにち,今天，這一天,JLPT JLPT_2 JLPT_3,v>M{d#cP&m
こんにちは,こんにちは,您好，美好的一天（白天問候）,JLPT JLPT_2 JLPT_3,v[Wf5IN)l&
婚約,こんやく,訂婚，訂婚,JLPT JLPT_2 JLPT_3,"K{EyJ!,l%Q"
混乱,こんらん,混亂，混亂，混亂,JLPT JLPT_2 JLPT_3,"FayR37Z,t-"
差,さ,差異，變化,JLPT JLPT_2 JLPT_3,FOmfV#Q?35
サービス,サービス,服務，支持系統；商品或服務不收費,JLPT JLPT_2 JLPT_3,bg5_R(4_L^
際,さい,在情況下,JLPT JLPT_2 JLPT_3,Nv+d+Us](G
最高,さいこう,最高，至高無上,JLPT JLPT_2 JLPT_3,"Onra,t[Ph&"
財産,ざいさん,財產，財富，資產,JLPT JLPT_2 JLPT_3,s;c/9B[#a4
最終,さいしゅう,最後，關閉,JLPT JLPT_2 JLPT_3,flW!HkNC&a
最中,さいちゅう,中間,JLPT JLPT_2 JLPT_3,Ek!(iCG2TX
最低,さいてい,至少，最低，最壞,Genki_Ln.17 JLPT JLPT_3 JLPT_2 Genki,N/OsVi[gL-
才能,さいのう,才華，能力,JLPT JLPT_2 JLPT_3,DHNwuYd#?N
裁判,さいばん,審判，判斷,JLPT JLPT_2 JLPT_3,Cj0VNC)aXI
材料,ざいりょう,成分，材料,JLPT JLPT_2 JLPT_3,k38qoD9zt6
幸い,さいわい,幸運的是;幸運的是,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,d2lSIg);.
サイン,サイン,簽名;符號;正弦,JLPT JLPT_2 JLPT_3,x?{c^]RVe$
境,さかい,邊界，邊界，精神狀態,JLPT JLPT_2 JLPT_3,QShv^7rF%|
逆らう,さからう,反對，反對，不服從,JLPT JLPT_2 JLPT_3,o`A^ehWi@^
盛り,さかり,幫助，服務,JLPT JLPT_2 JLPT_3,v$YrLV9qnx
作業,さぎょう,工作，操作，製造,JLPT JLPT_2 JLPT_3,b=vHpFfwSZ
裂く,さく,撕裂，分裂,JLPT JLPT_2 JLPT_3,LDUwnq~#Q?
昨,さく,上一年，昨天,JLPT JLPT_2 JLPT_3,GL+Y)4yXcS
作品,さくひん,工作，作品，生產,JLPT JLPT_2 JLPT_3,MGr8G06#z_
作物,さくもつ,農產品（例如農業），農作物,JLPT JLPT_2 JLPT_3,p(LSOs6uw7
桜,さくら,櫻花，櫻桃樹,JLPT JLPT_2 JLPT_3,Jm^a%*`E!g
酒,さけ,酒精，清酒,JLPT JLPT_2 JLPT_3,t}%j30SHEF
叫ぶ,さけぶ,大喊，哭泣,JLPT JLPT_2 JLPT_3,E5;W<1MI2|
避ける,さける,避免（身體接觸）；阻止，避免,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,QIaY:U+_Wa
支える,ささえる,支持，保持，維持,JLPT JLPT_2 JLPT_3,e#(-!es11Q
刺さる,ささる,堅持，被卡住,JLPT JLPT_2 JLPT_3,di2BW%43-n
刺す,さす,刺，咬（例如，蟲子），刺，刺,JLPT JLPT_3 JLPT_2 Genki Genki_Ln.21,e48t5Q~CL_
指す,さす,指出，,JLPT JLPT_2 JLPT_3,k`e;TAGgko
挿す,さす,插入，放入，移植,JLPT JLPT_2 JLPT_3,"MY60EU`x,H"
注す,さす,倒（飲料），服務（飲料）,JLPT JLPT_2 JLPT_3,qH4&#`}]gG
射す,さす,發光，罷工,JLPT JLPT_2 JLPT_3,u.)8@5Yw87
座席,ざせき,座位,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,"tDVi}8QLX,"
誘う,さそう,邀請（有人與您做某事）；誘惑，誘惑,Genki_Ln.15 Intermediate_Japanese JLPT JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7 Genki,t@[{w{yfI4
札,さつ,比爾，注意,JLPT JLPT_2 JLPT_3,wTy^V@~}^O
作家,さっか,作者，作家，小說家,JLPT JLPT_2 JLPT_3,BKI1ycChW6
作曲,さっきょく,（音樂的組成）,JLPT JLPT_2 JLPT_3,Io0i{.3D4v
ざっと,ざっと,大致，圓數,JLPT JLPT_2 JLPT_3,"l]%gAJA,OM"
さっぱり,さっぱり,感覺很刷新，整潔,JLPT JLPT_2 JLPT_3,"f,Wl.Ci0`l"
さて,さて,出色地;現在（通常在切換到新的（通常更重要的話題）時使用）,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,LIh4>dp+/=
砂漠,さばく,沙漠,JLPT JLPT_2 JLPT_3,kKUmiT9F9W
差別,さべつ,歧視，差異化,JLPT JLPT_2 JLPT_3,dyD!/ON4A8
ママ,ママ,媽媽,JLPT JLPT_2 JLPT_3,zyZFReMUU6
豆,まめ,豆，豌豆,JLPT JLPT_2 JLPT_3,GoM5kwLZ`E
守る,まもる,保護；遵守（根據規則）,JLPT JLPT_2 JLPT_3,KIn|zt16*V
迷う,まよう,困惑，困惑，失去自己的路,JLPT JLPT_2 JLPT_3,L;:4YYq`)5
丸,まる,圈子，完整（月）,JLPT JLPT_2 JLPT_3,Q)LW*l-M`[
円,まる,圓圈,JLPT JLPT_2 JLPT_3,c11Q@w}#J~
まるで,まるで,一樣,JLPT JLPT_2 JLPT_3,nQ6e%/X<.r
万一,まんいち,有機會，如果有機會,JLPT JLPT_2 JLPT_3,H0H9j9*ddg
満足,まんぞく,滿意,JLPT JLPT_2 JLPT_3,Qfyuj9^wer
身,み,身體，主要部分,JLPT JLPT_2 JLPT_3,FD}%mUxg1n
実,み,水果，種子，良好的結果,JLPT JLPT_2 JLPT_3,j`zE[mIWkt
見送り,みおくり,看到一個,JLPT JLPT_2 JLPT_3,"zL,W$(?WXy"
味方,みかた,盟友，支持者,JLPT JLPT_2 JLPT_3,EF85/VL>m_
見事,みごと,出色，宏偉,JLPT JLPT_2 JLPT_3,FG5RYvwId;
ミス,ミス,小姐（錯誤，錯誤，失敗），小姐,JLPT_1 JLPT JLPT_2 JLPT_3,h#^4pNfLXB
満ちる,みちる,充滿，成熟,JLPT JLPT_2 JLPT_3,u[~LhQX)13
密,みつ,厚，靠近,JLPT JLPT_2 JLPT_3,Q7s<b_//qW
認める,みとめる,認識，注意；批准,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13 Intermediate_Japanese_Ln.3,"JetA%b8l~,"
見舞い,みまい,同情的表達，表達關注,JLPT JLPT_2 JLPT_3,nw{(:&zpou
土産,みやげ,紀念品,JLPT JLPT_2 JLPT_3,z~]qvc)tb[
都,みやこ,城市;首都,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,B3uIy2Ddpn
妙,みょう,奇怪，不尋常,JLPT JLPT_2 JLPT_3,LNAQ6Xt7x$
明後日,みょうごにち,後天,JLPT JLPT_2 JLPT_3,vq>.q}^O]P
未来,みらい,未來（生活時態）,JLPT JLPT_2 JLPT_3,Ghk@nVs)kS
魅力,みりょく,魅力，迷戀，吸引力,JLPT JLPT_2 JLPT_3,w{[H?`kNh]
診る,みる,檢查（患者）,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,Ap.|xWc<xg
ミルク,ミルク,牛奶,JLPT JLPT_2 JLPT_3,rW2yU+[.3;
無,む,什麼都沒有，零，零,JLPT JLPT_2 JLPT_3,M/]]Gfu|C<
向かい,むかい,面對面，對面,JLPT JLPT_2 JLPT_3,v-M][z30<G
迎え,むかえ,開會，派遣人員接送到達,JLPT JLPT_2 JLPT_3,M.JFq}D{XW
向く,むく,面對,JLPT JLPT_2 JLPT_3,"B?VOe(a,ck"
剥く,むく,去皮，皮膚,JLPT JLPT_2 JLPT_3,O9G!=VsU$R
向ける,むける,轉向，指向,JLPT JLPT_2 JLPT_3,O0#L}~28:p
無視,むし,無視，忽略,JLPT JLPT_2 JLPT_3,"H?.,UKB|]n"
蒸し暑い,むしあつい,潮濕，悶熱,JLPT JLPT_2 JLPT_3,b:SYmm(y*W
虫歯,むしば,腔，蛀牙,JLPT JLPT_2 JLPT_3,p^*~90tI~;
寧ろ,むしろ,相反，更好,JLPT JLPT_2 JLPT_3,iKd&nF*kp>
蒸す,むす,要蒸，要悶悶不樂,JLPT JLPT_2 JLPT_3,A8e|Klqr_`
結ぶ,むすぶ,領帶，束縛，鏈接,JLPT JLPT_2 JLPT_3,ymg7!.{d0`
無駄,むだ,徒勞，無用,JLPT JLPT_2 JLPT_3,f?04M}_6S/
夢中,むちゅう,迷戀，瘋狂，被迷上,JLPT JLPT_2 JLPT_3,c*kD_bu37.
胸,むね,乳房，胸部,JLPT JLPT_2 JLPT_3,yLcSyJ#.nc
無料,むりょう,免費，不收費,JLPT JLPT_2 JLPT_3,JN6`<L^h|2
芽,め,發芽,JLPT JLPT_2 JLPT_3,"j,J}0*}#hN"
明確,めいかく,清晰，確定,JLPT JLPT_2 JLPT_3,DCM(3>-lRK
名刺,めいし,（名稱）卡；名片,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.1,K3cZp`gUUo
名詞,めいし,名詞,JLPT JLPT_2 JLPT_3,iPorDGRE(|
命じる,めいじる,命令，命令，任命,JLPT JLPT_2 JLPT_3,qg|.+Szu_I
名人,めいじん,大師，專家,JLPT JLPT_2 JLPT_3,Fni-n$8WrW
命令,めいれい,訂單，命令，法令,JLPT JLPT_2 JLPT_3,KKSB-pS%yq
迷惑,めいわく,麻煩，打擾，煩惱,JLPT JLPT_2 JLPT_3,"i.t)w,3ng-"
目上,めうえ,地位更高的人；一個人,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.2,oNjcNV)ff[
飯,めし,飯菜，食物,JLPT JLPT_2 JLPT_3,IWA[~#BL^U
滅多に,めったに,很少（用否定動詞）很少,JLPT JLPT_2 JLPT_3,j)#=ex#L)O
メモ,メモ,備忘錄，請注意,JLPT JLPT_2 JLPT_3,"skJ)D[(,@."
面,めん,臉，杯子，表面，側面或面，角，頁面,JLPT JLPT_2 JLPT_3,"w,_Ik;ZYes"
綿,めん,棉布,JLPT JLPT_2 JLPT_3,zi)_)]=$49
免許,めんきょ,許可證，許可證，證書,JLPT JLPT_3 JLPT_2 Genki_Ln.22 Genki,giqsadF8[_
面接,めんせつ,面試,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Genki Genki_Ln.23 Intermediate_Japanese_Ln.3,"G{,..f)t;T"
面倒,めんどう,麻煩，注意,JLPT JLPT_2 JLPT_3,jarwg?`xYM
メンバー,メンバー,成員,JLPT JLPT_2 JLPT_3,ioP<e}C#*T
申し込む,もうしこむ,申請，提出申請,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.3,p-@iqxnx(*
申し訳,もうしわけ,道歉，藉口,JLPT JLPT_2 JLPT_3,"w0A,13h@XG"
毛布,もうふ,毯子,JLPT JLPT_2 JLPT_3,G|6QSL6HzW
燃える,もえる,燃燒,JLPT JLPT_2 JLPT_3,C2}(_d=*8]
目的,もくてき,目的，目標，目標,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.3,"FrxXy0,/EI"
目標,もくひょう,馬克，目標，目標,JLPT JLPT_2 JLPT_3,eD#(2kEfi#
文字,もじ,字母（字母），角色,JLPT JLPT_2 JLPT_3,v{bw_z2KT.
文字,もんじ,字母（字母），角色,JLPT JLPT_2 JLPT_3,i}R1C0Kg[i
もしかすると,もしかすると,也許，也許是有機會的,JLPT JLPT_2 JLPT_3,E_gTNRA!W1
もしも,もしも,如果,JLPT JLPT_2 JLPT_3,Q41Ox`49(P
持ち上げる,もちあげる,提高，舉起，奉承,JLPT JLPT_2 JLPT_3,Ck3.ZXZ[6p
用いる,もちいる,使用，使用,JLPT JLPT_2 JLPT_3,so5H6d<zN+
もったいない,もったいない,浪費；一個以上值得的，不值得,JLPT JLPT_2 JLPT_3,yewBxbz7]I
尤も,もっとも,完全正確，合理，自然,JLPT JLPT_2 JLPT_3,A>F:Ft1w22
元,もと,起源，原始；以前的,JLPT JLPT_2 JLPT_3,"O)La7,`]AY"
基,もと,基礎,JLPT JLPT_2 JLPT_3,Icp_M75Xpg
素,もと,主要的,JLPT JLPT_2 JLPT_3,yGr3{oX4%H
戻す,もどす,恢復，回去，返回,JLPT JLPT_2 JLPT_3,PmY(.gc-w+
基づく,もとづく,基於,JLPT JLPT_2 JLPT_3,I&bTc?WHhL
求める,もとめる,要求，要求；尋找，尋找,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.4,lJ&@p010:m
者,もの,人（與人（ひと）相同）,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.3,vAI([v0H/E
物音,ものおと,聽起來,JLPT JLPT_2 JLPT_3,hL<`ZEm#E^
物語,ものがたり,故事，故事，傳奇,JLPT JLPT_2 JLPT_3,b2F39/cX@{
物事,ものごと,一切，一切,JLPT JLPT_2 JLPT_3,JYu;9)KWYP
燃やす,もやす,燃燒,JLPT JLPT_2 JLPT_3,h5FjFnJT{r
模様,もよう,圖案，圖形，設計,JLPT JLPT_2 JLPT_3,DCW6|C<9T)
文句,もんく,投訴,JLPT Intermediate_Japanese Genki JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14 Genki_Ln.21 Intermediate_Japanese_Ln.11,"q,87=b37fY"
やがて,やがて,不久，很快，,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,nlnms.mL_|
役,やく,角色，位置,JLPT JLPT_2 JLPT_3,sc=i9?h^tQ
約,やく,大約有些,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11,L31l;C5Xp=
訳,やく,翻譯,JLPT JLPT_2 JLPT_3,CmgPQjblgT
訳す,やくす,翻譯,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.2,Cj2Ni~H!BW
役割,やくわり,分配（分配）零件，角色，職責,JLPT JLPT_2 JLPT_3,"jj*z,nk6$Z"
家賃,やちん,租,JLPT Genki_Ln.18 JLPT_3 JLPT_2 Genki,Og7<v^:R8@
厄介,やっかい,麻煩，負擔，關心,JLPT JLPT_2 JLPT_3,O_#+8qFx*C
宿,やど,旅館，住宿,JLPT JLPT_2 JLPT_3,F8A%9EzpfO
雇う,やとう,僱用，僱用,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,fsV)jU5lVf
屋根,やね,屋頂,JLPT JLPT_2 JLPT_3,K@]5qy=.%v
破る,やぶる,撕裂；違反；打敗,JLPT JLPT_2 JLPT_3,Hc|1rO==::
破れる,やぶれる,被撕裂，磨損,JLPT JLPT_2 JLPT_3,Q>N&s5^Kb%
辞める,やめる,退休,JLPT JLPT_2 JLPT_3,J|2c^zFs0y
やや,やや,有點有點,JLPT JLPT_2 JLPT_3,OikgR+nKY0
唯一,ゆいいつ,只有，唯一，獨特,JLPT JLPT_2 JLPT_3,mNuH=kxM-E
勇気,ゆうき,勇氣，英勇，大膽,JLPT JLPT_2 JLPT_3,z0tdm#]12w
友好,ゆうこう,友誼,JLPT JLPT_2 JLPT_3,qSk@+t:._p
有効,ゆうこう,有效，有效,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10,iL.?i)%fKm
優秀,ゆうしゅう,優越，卓越,JLPT JLPT_2 JLPT_3,O^v!ja{$6}
優勝,ゆうしょう,總體勝利，冠軍,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7,Gxir)F$3h;
友情,ゆうじょう,友誼，團契,JLPT JLPT_2 JLPT_3,hpnSza2$^g
友人,ゆうじん,朋友（正式）,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15 Intermediate_Japanese_Ln.2,iE%IT=Qp]>
有能,ゆうのう,能力，有能力，高效,JLPT JLPT_2 JLPT_3,P0&QeU;_J8
郵便,ゆうびん,郵件，郵政服務,JLPT JLPT_2 JLPT_3,y1Pm-8jy]k
ユーモア,ユーモア,幽默,JLPT JLPT_2 JLPT_3,df%[k|%u*+
有利,ゆうり,有利，更好,JLPT JLPT_2 JLPT_3,H]2^aHqq32
床,ゆか,地面,JLPT JLPT_2 JLPT_3,lG~]%rmVy|
愉快,ゆかい,愉快，快樂,JLPT JLPT_2 JLPT_3,"o,+Kowdko`"
譲る,ゆずる,翻轉，分配，移交,JLPT JLPT_2 JLPT_3,Hvg@/iJB}O
豊か,ゆたか,豐富，富裕，豐富，有錢,JLPT JLPT_2 JLPT_3,"d9lbZ0yM,{"
茹でる,ゆでる,煮沸,JLPT JLPT_2 JLPT_3,vocx6RiGG7
許す,ゆるす,允許，允許，批准,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,jUZ.+k2dQs
夜,よ,晚上，晚上,JLPT JLPT_2 JLPT_3,O|UO#;VR|i
夜明け,よあけ,黎明，黎明,JLPT JLPT_2 JLPT_3,P]gvvnr3UX
酔う,よう,喝醉,JLPT JLPT_2 JLPT_3,Nw#Iv9NMME
容易,ようい,簡單，簡單，簡單,JLPT JLPT_2 JLPT_3,P+bB1Di`Ky
容器,ようき,容器，船隻,JLPT JLPT_2 JLPT_3,iaea{|Cg@:
陽気,ようき,季節，天氣，快樂,JLPT JLPT_2 JLPT_3,u51di;kV4W
要求,ようきゅう,要求，要求,JLPT JLPT_2 JLPT_3,nvC?4QsNf}
用心,ようじん,護理，預防措施，謹慎,JLPT JLPT_2 JLPT_3,Flc5De-&7.
様子,ようす,方面，狀態，外觀,JLPT JLPT_2 JLPT_3,A7/`ZQ{`>8
要するに,ようするに,畢竟，簡而言之……,JLPT JLPT_2 JLPT_3,FOjPBhXtfP
要素,ようそ,元素,JLPT JLPT_2 JLPT_3,GZk%&=rm6%
